,context
4436,일러 일러스트   그림 드로잉  일상 북 까페   아이패드  아랄리아 아라리아 조명 선반 액자 취미 서울 송파 오금동
4437,회차게임기 맞팔 맞팔해요 맞팔환영 맞팔선팔환영 좋반 좋아요반사 좋아요 팔로우 팔로우환영 팔로우해요 팔로우미 팔로우백 아이패드 아이패드드로잉 아이패드필기 아이패드다꾸 애플펜슬 애플 일러스트 일러스트레이터  일상스타그램 그림스타그램
4438,안녕하세요    입니다  팔로워 명 너무 감사드리다는 말씀드립니다 조만간 알록달록한 스티커들과 함께 스토어를 재정비하고 명 기념 이벤트도 진행할 예정이오니 많은 관심 부탁드려요 다이어리 다이어리꾸미기 다꾸 스티커 스티커팩 스티커제작 팔로워이벤트 팔로워 문구 문덕 다꾸스티커 공다이어리 다이어리스타그램 다꾸스타그램 문구맛집 이벤트 스티커덕후 아이패드 아이패드에어 아이패드에어 아이패드그림
4439,아니분만 자려고 했는데  시간은 너무 했어 제 모습이네욬ㅋㅋㅋ 너무 공감되네요  이거 진짜 저에요ㅋㅋㅋ 일어나면 저녁 실화 내주말 돌려내 역시 잠은 시간이죠 저랑 똑같네용 ㅋㅋㅋㅋ 쭉자버리깃 또슝이도 이름 같아여 저는 내일만 쉬는 도비라 내일 제 모습을 보는 것 같네요 ㅋㅋㅋㅋ어제 분만 자려다 시간 넘게 잔 사람 여기 있어요 사람 사는건 다 비슷하네요 아니왜 잃어나보니 밤이된걸까요 항상
4440,일어나면 안되는 이유주말 주말일상 취미 취미그림 그림그리기 드로잉 심심해서 그린 그림 그림 만화 아이패드프로 아이패드프로세대 아이패드 아이펜슬 포토크리에이터 웹툰 자매 자매이야기 현실자매 언니 동탄 동탄패밀리 와식생활 언니야 센스가 뭍어나는 웹툰 좋다 아웃걐ㅋㅋㅋㅋㅋ내동생이 나한테 저얘기했었는데 남매든 자매든 ㅋㅋㅋ똑같
4441,파란 여름
4442,로시 동생 네잎이   좋반 좋아요반사 좋반테러 선팔맞팔  그림 낙서 캐릭터 일러스트 오늘의 귀요미 그림스타그램 그림계정맞팔  아이패드 아이패드그림 프로크리에이트 팔로우      유니콘  기여워요 맞팔하쟈용 작가님 그림 너무 귀여워요ㅠㅠ 혹시 맞팔 할 수 있을까요
4443,그림  미술   디자인 창작  연습   게임 캐릭터   손그림 아이패드  아이패드에어  판타지  일상 전사  일러스트
4444,그림  미술   디자인 창작  연습   게임 캐릭터   손그림 아이패드  아이패드에어  판타지  일상 전사  일러스트
4445,여행끼르위끼르위 소통 맞팔 그림스타그램  일러스트 그림 드로잉 디지털일러스트    디지털프린팅아이패드 프로크리에이트 한컷끼르위 감성일러스트
4446,내맘대로 되지 않아요 ㅠㅡㅠ
4447,꽃을 든 남자   ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ피식이여
4448,자색고구미
4449,회색초롱이
4450,귀여워요   완전 귀엽다요
4451,이 순간의 너이 순간의 감정을 기억하기 위해  역시 최고에요        색감이 너모 예뻐요  잘했네 잘했어 작가님 그림감성 너무 좋아용ㅎㅎ 완전 제 취향 헉 분위기 뭔가요 감성적인 영화의 한 장면처럼 넘 이뻐요     더운날 바람불고 시원한 예쁜그림 감사해요 분위기 미쳤다니까요ㅠㅠㅠ 영화같아요 작가님 최고 살랑이는 머릿결에 바람이 시원할것같은 기분좋은 그림이에욧
4452,로지텍 콤보터치 아이패드 에어세대용 키보드케이스트랙패드를 탑재한 백라이트 키보드 케이스로지텍 콤보터치 아이패드 에어 세대 키보드 케이스 광고
4453,프로필 링크를 통해 구매 가능합니다
4454,요즘 기타는 안치고 그림만 그리네일러스트 취미 그림 아이패드 애플펜슬 실용음악과 실용음악학과 프로크리에이티브 집시 스승님
4455,꺄 이뻐용 소환해주셔서 달려왔어요
4456,해피 세계 고양이의 날 저희 마당에 다친 새끼 고양이 가족을 발견하고 밥을 준지도 년이나 되었네요 그때부터 고양이를 그리기 시작한 것 같은데 어느새 밸리는 다 커서 독립해서 혼자 저희집에 찾아오곤 합니다 요새는 얼룩무늬 친구가 대신 보이던데 밸리가 다른데로 이동했나 싶어요  고생하는 고양이들 오늘만이라도 행복하고 배부른 하루가 되면 좋겠네요 앱에서 대고를 로 만나보실 수 있으세요세계 고양이의 날을 기념하여 고양이와 한컷 어떠신가요  헐 고먕이들 임티로 만들어주세요
4457,넓은하늘에나를그릴래 아놔다이소 독서대웰케 좋아요사실 산지는 쫌 많이됐는데짱 편함책 위에두고 필기하고 하면 짱편해요게다가 천냥
4458,부산 아이패드 아이패드에어 그린 태블릿 나도 드뎌 태블릿 넘나 행복 찐행복 부럽소 혹시 배경화면은 본인이 직접 찍으신건가요 오호오호 정신차료라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저기요 결국 샀니ㅋㅋ 이제 폰도 사과폰으로 궈궈 에어컨이나 사지
4459,좋아하는 초여름꽃 자주달개비
4460,은서 세상 귀엽다사랑스럽다   유주그림 유주드로잉 드로잉  그림 그림스타그램 그림계정맞팔 취미 취미생활 취미미술   좋반 라인드로잉  일러스트 아이패드   좋반  좋아요   미술 좋반이욤 드로잉 천재  정말 최고
4461,아주 흉악스러운 비밀자 모두 토실토실한 엉덩이를 주목해주세요   알파카 알파카파카 아이패드 아이패드드로잉 캐릭터 캐릭터디자인 알파카캐릭터 일러스트 일러스트레이터    컷툰 인스타툰 프로크리에이트
4462,대한민국 선수단 모두 수고 많으셨습니다앞으로의 활동도 보뚀가 항상 응원하겠습니다일러스트 프로크리에이트 아이패드 아이패드그림 손그림 토끼 그림 그림스타그램 캐릭터 인스타그램추천 드로잉 일상 미술           보라색 보라 보라덕후 보뚀 올림픽 도쿄올림픽 올림픽폐막식  제덕쿵야  김안산   희글   식빵언니   삐약이   우상혁  팬이에요 물론 나머지 분들도
4463,언제쯤이면 닮게 그려질까
4464,기분이 별로일땐 귀여운걸 그리자
4465,다짤라먹고 남은건 초 흐흑일러스트드로잉그림스타그램그림맞팔미술디지털드로잉일러스트레이터프로리에이트인물일러스트아이패드아이패드드로잉그림그리기그림 와아 배경 요소 하나하나 묘사하는 과정이 신기해요 반투명한 수조 표현이 예뻐요
4466,감정들
4467,여름농활해또일러스트손그림 몽글몽글 아이패드 아이패드드로잉 캐릭터 캐릭터디자인 캐릭터디자인 일러스트 일러스트레이터    프로크리에이트  라인드로잉 일상 일상드로잉
4468,태풍 영향으로 내리는 비에 주말을 시원하게 마무리 하네요 태풍의 피해 없이 그냥 시원한 비만 살짝 내렸으면 좋겠어요
4469,낚시
4470,여름 일러스트 일러스트레이터 일러 일러스트타투 그림 그림스타그램 그림계정맞팔 그림그리기 드로잉 아이패드 아이패드그림 아이패드그림 좋반 좋아요반사 좋아요 좋 좋아요그램 보관
4471,세계고양이의날 일그림 우리집 고양이 아이패드 프로크리에이트 아이패드드로잉 프로크리에이트드로잉 일러스트 색연필 색연필일러스트
4472,아라시 횽아들 방송 보는 팝콘맨 치사해 니노횽이랑 쇼횽이랑 준횽아만 맛있는거 먹자나  아라시 아라시팝콘맨 팝콘맨 바니노 마츠포도 애플쇼 아이패드 애플
4473,아이패드 그림앱 추천 해주세요아이패드 그림 그림연습 손그림 그림계정맞팔 사진계정맞팔 맞팔 좋반 아이패드프로 인치 추천 프로크리에이트
4474,앨범커버 나예림   더그아트워크로 참여한 앨범이 발매되었습니다노래 너무 달달하고 진짜좋아요다들 빨리 플레이리스트에 추가해주세요앨범커버 아트워크  미쳐따리 이젠 음원계 까지 진출   너무 이쁜 작품 주셔서 감사해요 바로 들어볼게요 오 개쫀다 와아  흐헐 하늘색 진짜 완전 이뻐료 이야 너무 예뻐요 오우 기분좋아지는 노래 커버랑 아주 찰떡 노래도 너무 좋고 그림도 너무 예쁘고
4475,하루에 분 투자하면서 빠르게돈 버는 부업은 드림큐 뿐  양식도없고 반려도 없는 당일충전되는부업이게바로 찐부업 아닌가요부업 어렵게 생각하지마요 드림큐는 이렇게 쉬우니까 더쉬운방법은울지은팸만의특권이에요ㅋㅋㅋ
4476,제법 쭈욱 늘어나는게 아이패드 에도 될 듯저처럼 아이펜슬 세대 사용하시는 분 중에 케이스에 보관 불가능한 제품 쓰시는 분들께 강추합니다천원에 바로 해결되그등요인스타툰 민트냥 일상툰    이야기 일러스트 냥스타그램   냥이 캣스타그램내돈내산 다이소꿀템 아이패드 아아패드세대 아이펜슬세대 아이펜슬케이스 천원의행복 오 굿맨
4477,뜨겁다 못해 따가운 요즘 몸 보신이 필요해요휴가는순삭 더운요즘 몸보신필수 소소캘리 취미생활 캘리그라피 아이패드
4478,그림 그림스타그램 아이패드 아이패드드로잉 블랙핑크
4479,그림 그림스타그램 아이패드 아이패드드로잉 블랙핑크
4480,그림 그림스타그램 아이패드 아이패드드로잉                         저기 태그한 계정에다가 홍보하래
4481,어울리는 헤어스타일은  히피펌
4482,월일록  회차월 일의 일인데아이패드로 뭐하나 그려보려고 그림ㅎㅎ인스타툰 그림일기 아이패드 그림 집콕놀이 일상 프로크리에이트 자닌한인간이여 주겄어 동심 ㅠㅠㅠㅠ 나방된거 너무 속상해여 아이패드로 그린거야우리 아이패드 모임 언제해 나도 프로크리에이트 샀는데왜 난 이렇게 활용을 못하는가ㅋㅋㅋㅋㅋㅋ
4483,여름이 가기 전에물놀이 실컷 하고싶다그림으로 라도 즐겨야지내년쯤엔 마스크 벗을 수 있겠지소나기인가갑자기 천둥 치더니 비가 엄청 온다그림일러스트그림스타그램그림계정여름휴가바다계곡여름휴가연애드로잉아이패드감쟈벨고굼아낙서일상일기취미일상툰그림일기소나기천둥ㅎㄷㄷ
4484,타임랩스강아지일러스트그림아이패드프로크리에이트
4485,요즘 노래에 완전 빠져서  카모님 팬아트
4486,이연님 참고해서 그려봄일러스트 로션 프로크리에이트 그림  아이패드 년생 일러스타그램 낙서 취미 좋반 팔로우환영 좋튀 그림스타그램 미술 좋테    낙서스타그램 첫게시물 이연 애플펜슬 도용금지 살 일요일
4487,백석 선우사손글디지털 디지털캘리 아이패드 패드로글씨써요 휴식모드
4488,꽃길 햄보카자 아이패드 아이패드드로잉 드로잉 일러스트    프로크리에이트   인스타툰 커플 커플툰 일상툰 일기 그림일기 그림 게으른일기
4489,드로잉 그림 그림스타그램 낙서 캐릭터 일러 일러스트 그림그리기 아이패드 아이패드그림 디지털드로잉
4490,떡볶이는 사랑인스타툰 일상툰 부부툰 공감 아이패드드로잉 아이패드 프로크리에이트 일러스트 드로잉 일기 일상 그림일기 다음엔 호락호락 넘어가지 않겠어  맞어요 세상 제일 좋아 꺄아 떡볶이면 바로 화해죠
4491,이 고양이를 본 당신은주말이 길어지고 금전운이 찾아옵니다친구들에게도 행운의 고양이를 보내보세요카카오톡이모티콘 안녕몽량밤
4492,인스타툰 그림 그림일기 일상만화                   대학생 대 미용실 미용실후기 앞머리 미용실공감짤
4493,히컵히컵스티커 슈퍼커브언더본라이딩커브리모와아이패드캐리어베스파노트북갤럭시탭소확행일상맥북꾸미기스트릿캠핑국내여행바이크라이더떠나요데이지스쿠터헬멧패션브랜드여름휴가휴먼메이드
4494,오늘은 밀린 책도 읽고 푹 쉬자
4495,거꾸리 그리기취미 취미드로잉 취미생활 그림 사진 드로잉 아이패드 아이패드드로잉 일러스트 전신드로잉     폴댄스  너무너무 멋진 그림
4496,타임랩스바람이분다       채색낙서 드로잉 일러스트 일러스트레이션아이패드 일상 이솝그림 그림그림스타그램 취미스타그램 그림일기소통 감성
4497,타임랩스바람은불고       채색낙서 드로잉 일러스트 일러스트레이션아이패드 일상 이솝그림 그림그림스타그램 취미스타그램 그림일기소통 감성
4498,너의 팔베개가 그리워서 어쩔 수 없었어
4499,내가 운전해서 내가 간 카페에서 내돈내산 태블릿으로 소설콘티 짜는 중음 멋져마롱카페 마롱베이커리 아이패드 소설 콘티
4500,배우 배우프로필촬영    배우프로필사진 배우스타그램  공부스타그램 공부자극 공부흔적 글씨 글씨모트모트플래너 아이패드 아이패드필기
4501,이번 주도 어김없이 돌아온 병리팀 임상병리사입니다종종 으로 병리팀은 똑똑해야한다는데 많이 힘들까요 라고 질문하시는 분들이 있더라구요 저는 똑똑함과 배우려고 노력하는 의지는 다르다고 생각합니다 일단 저부터가 똑똑과는 거리가 멀음 지능과는 별개로 의학용어 해부학 일에 대한 기술을 익히려고 노력한다면 매일같이 비슷하게 들어오는 검체에 매일 듣는 단어들 덕분에 자동으로 반복학습이 되어 금방 익힐 수 있다고 생각합니다진로는 항상 어렵지만 약간의 도움이 되길 바라며 이번주 내용을 그렸습니다이번 주도 봐주셔서 감사합니다매주 일요일 연재임상병리사 임상병리사만화 임상병리사웹툰 국가고시 임상병리학과 임상병리과 병리팀 병리 일상 일상툰 일상만화 직장인 직장인만화 병원 병원만화 아이패드 아이패드그림 작가 화 똑똑 노력 으아 병리파트 난 잘 못할 거라고 좀 겁먹고 있었는데 덕분에 해소된 것 같아요 감사합니다 그냥 혼나면서 배우는 게 진리 병리팀은 겸손 메모 ㅋㅋㅋㅋㅋㅋㅋ 그쵸 우린 똑똑하다기보단 얼마나 이해를 하고 그걸 실무에 적용하냐죠ㅋㅋㅋ 똑똑 해야하고 공부많이 해야한다는 강박은 있으나 누구보다 똑똑하려 하기보다는 많은 부분에서 열심히 노력하고 배우려 한다는거 그게 병리팀의 특징  ㅋㅋ 어느 파트에서 일하던 본인이 얼마나 그 분야에 관심을 가지고 노력하는지에 따라 다르겠죠 그래도 나름 저는 병리사는 똑똑해야 할 수 있다고 저 스스로 프라이드를 가지고 공부 중입니다  물론 저는 아직 학년 감자지만요  똑똑한 고서히
4502,어쩌다보니 하게된 갓 스물동생커플이제까지 한것중에 제일 잘된 ㅜㅜㅜ아직 알올린 게시물이 많지만 먼저 올릴래 내 드로잉의 두번째 게시물이 된것을 축하해모델이 사진이 이빠서 잘 나온 그림 감사합니다 누님  드로잉 그림스타그램 애깅애깅 갓스물 갓스물커플 아이패드 프로크레이트아트 라인드로잉일러스트 라인드로잉 일러스트그림 선남선녀커플 그림계정맞팔 그림문의는주세요
4503,귀엽네좀 손가락으로쓱쓱 둘째공주님 집콕놀이 아이패드
4504,인강 수학      멜로디 멜로디 중 중공스타 중공스타그램
4505,아이패드 아이패드프로 아이패드프로세대 아이패드드로잉 아이패드드로잉초보 아이패드그림 디지털드로잉 디지털드로잉초보 아이패드라인드로잉 선그리기 라인드로잉 아웃라인 라인드로잉초보 그림연습 작업과정 프로크리에이트 취미 아이패드취미   반려견 반려묘 강아지 고양이 댕댕이 냥이 댕그램 소통해요 뀨우
4506,참여완료아이코닉 아이패드파우치 아이패드 리뷰어 리뷰어모집
4507,친구 그림 그려주기아이패드 스케치북 야 나도 연애함
4508,잭스나이더컷 저스티스리그를 다 보고나니까 에서 조스웨던 저스티스리그를 하고 있었다 물론 다 보지 못 했다 근황 주말일기 아이패드 아이패드그림 그림일기 일상 남편이좋아하는내그림일기 닌텐도스위치 마리오파티
4509,푸들뀨오늘도 귀엽뀨 이규형 이규형배우님 팬아트 아이패드 프로크리에이트  ㅠㅠ 너무 귀여워요
4510,낮잠
4511,어딘가로 훌쩍 떠나는 상상 당신의 환상으로 가는 기차표를 드립니다 즐거운 일요일 보내세요  너무 설레는 그림
4512,패드 사서 넷플만 보는거 같아요
4513,배드민턴 안세영공패드얼굴책일러스트맛집도쿄올림픽도쿄올림픽국가대표배드민턴안세영아이패드아이패드그림그림일러스트초상화초상화일러스트드로잉디지털드로잉라인드로잉
4515,최근에 선물한 그림들  못하는게 뭐야 작가님 최고 진짜 작가님 돈받아여대 헐 나경이 그림까지 잘그려
4516,그림 드로잉 색칠 아이패드그림 아이패드드로잉 그림연습 드로잉연습      그림초보 아이패드  프로크리에이트 프로크리에이트드로잉
4517,크루원과 합작인 신전수호자 티아라 신전수호자티이라 티아라 합작 크루원 카러플 카트라이더러쉬플러스 분할사진 고퀄리티 세미드로잉 세로잉 프로크로에이트 프로크리에이트드로잉 아이패드 아이패드작 커미션 커미션받아요
4518,마루야말로 류헤이씨의 생일을 기념하시기 위해 요청해주셨어용 감사합니다그림문의는 프로필 하단 링크 부탁드립니다  아이패드    커플   좋 커플드로잉 일러스트 일러스트    드로잉 드로잉스타그램 일러스트       아이패드드로잉    아이디어스 아이디어스작가
4519,룽지랑 배타고 여행가용   앗 작가님오늘 룽지 넘넘취행저격이네요ㅠㅠ 저도 배타고 따라가도 될까용
4520,적분 들어갔는데 앞부분 다 까먹었고 곧 개학이고 방학 중 오늘 처음 공부한다고필기 고공스타 고공스타그램 고이과 미적분 학기 선택과목폭망 공스타그램 공스타 공스타소통 공스타맞팔 공스타인증 공스타그램 아이패드 애플펜슬 굿노트 수열의극한 년생 공스타그램 곧생일
4521,번째그림무료로 그림그려드려요으로 문의주세요 아이패드드로잉 아이패드 일러스트  라인드로잉 프로크리에이트 가족드로잉 커플드로잉 우정드로잉 전신샷 그림그려드려요 그림스타그램 취미생활 일상스타그램 좋아요 무료드로잉 선팔하면맞팔 그림계정
4522,나도 아이패드 사용할 줄 안다냥바닥에 놓고 쓰고 있으면꼭 어디선가 조용히 나타나서 키보드 앞에 자리를 잡아버리는 모리꺼진 화면을 응시하기도 하고 앞발도 살포시 올려둔 것이뭔가 절묘해서 웃기당근데 저 좀 씁시다요냥스타그램 캣스타그램 삼색고등어 개냥이 아이패드      후덕해지셨네요
4523,그림그림스타그램일러스트낙서아이패드아이패드그림프로크리에이트 ㄹㄱㄴ
4524,아이코닉 아이패드파우치 이벤트 리뷰어 리뷰어모집 아이패드 참여완료
4525,월 첫째주 위클리이렇게 리스트가 있는 위클리는 처음 써보는 것 같아요 ㅎㅎ 항상 빈칸으로만 있는 큼직한 위클리만 써와서 낼나 뉴만년 먼슬리 플래너의 위클리를 채우는게 아주 조금 막막했지만 오늘 해야 할 일들을 적어놓고 체크를 하는게 생각보다 오늘은 기필코 끝낸다 라는 생각이 확실하게 드는 것 같아요사용된 서식낼나 뉴만년 먼슬리 플래너가로형 딸기우유스티커호두아트집순이 스티커위 상품은 낼나크루 기 활동을 통해 낼나샵으로부터 지원받은 상품입니다안팜드로잉개미는 오늘도아코 아이콩 룽푸푸 스티커위 상품은 직접 구입한낼나샵에서 일정기간동안 무료로 제공된 상품입니다낼나 크루가 할인쿠폰 쏜다낼나샵에서 구매 시 할인코드에 낼나크루지서를 적어주시면 할인혜택을 받으실 수 있습니다 선착순 명
4526,빙수 꼭대기엔 체리 대신 뵤뵤 팔 소소한 이벤트 진행중입니다  인스타스토리 클릭클릭  보기만 해도 시원해지는거 같아요ㅎㅎ 와 진짜 빙수 너무 먹고 싶어요
4527,드로잉 그림 그림스타그램 낙서 캐릭터 일러 일러스트 그림그리기 아이패드 아이패드그림 디지털드로잉
4528,형아야 게임하라고 핸드폰 사준거 아니다아이폰 엄마가쓰던 애플워치 에어팟세대 물려받은 형아는 완전 신났음그러고보니 너 아이패드 애플펜슬 도 있구나우리집의 최대 애플빠
4529,주제어  라벤더월 주차 그림 스터디 합작라벤더 농장에서 사진 찍는 소녀같은 느낌으로 그려봤써요작업과정 영상까지 올립니다아이패드 최고  헉 대박 약간 아이돌재질이야 넘예버요 채색완전 제스타일 그림체 짱 이뻐요 울 뽐님 그림 완전 체고라고요
4530,이번엔 다른 브러쉬로 그려봤어욤꼼비는 냥국어 마스터흰멍이한테 냥국어 과외중흰멍이는 제 막내동생이에오  새로운 귀여운느낌이네용 꼼비 방 시계 넘 추억돋는데요  열공하는 꼼비랑 흰멍이두 넘넘 귀여워용 ㅜㅜ 뭔가 붓터치같기도하고 연필 느낌도나고 새로운느낌 너무 좋아요 귀엽게 언어공부도 도와주는 꼼비기특하네요ㅋㅋ 넘나 귀여워욤
4531,일러스트그림드로잉아이패드그림아이패드캐릭터
4532,그림 아이패드 일러스트 빨간망토 늑대 달 타투 문신 삐삐    일요일
4533,엄마의 우울 화엄마의 우울은 화까지 입니다 얼마 안남았네요 감사합니다인스타그램인스타인스타툰그림맞팔소통만화웹툰일기기록생각느낌아이패드드로잉감성일러스트일러스트엄마 어른들을 위한 동화책처럼 술술 읽히고 또 감정들이 공감돼요 잘보고있습니다
4534,펜드로잉 아이패드 아이패드드로잉 구름 바다 경치 풍경
4535,맞팔환영문의  카카오 오픈채팅  라인드로잉 또는 맘디 검색       일상 주문제작 일러스트 그림쟁이 부부사진 사진 커플 남매 라인드로잉 트레이싱가족여행  드로잉 그림그리기 특별한선물 맞팔
4536,아이패드 영접      아이패드 애플 아이패드세대 애플펜슬 아이패드케이스 아이패드악세사리 맞팔 맞팔해요 맞팔환영 선팔하면맞팔 선팔
4537,오늘은 월 일 세계 고양이의 날이에요모든 고양이들이 안전하게 건강하고 행복한 하루 보내길 바라는 마음으로 그려본 일러스트입니다사랑해 고양이들   컬러 아이패드 드로잉   캐릭터 길고양이 고양이 고양이그림 월일 세계고양이의날           다 다르지만 다 너무너무 귀엽고 사랑스러워요 고양이 체고
4538,보슬보슬 비가 와요해삐라이 몽땅 동물 원숭이 살 아기 일상 비 보슬보슬 라이프 캐릭터 캐릭터디자인 디자인 디자이너 오늘 아이패드 밖 그림 디지털드로잉 일러스트           비가 보슬보슬 오는거 맞나요 엄청 올 것 같은데요 비를 맞아도 해맑은 몽땅이를 보니 덩달아 기분이 좋아지네요
4539,으악이게뭐야
4540,댕댕이와 함께하는 캠핑소중한 추억을 그려드려요
4541,제 이상형은 아직 변하지 않았습니다 전 잘생긴 회사원이 좋아요  민사원씨 제 시력 책임져요
4542,오늘의 공부오늘은하루 늦게 올리지만 알바 가기 전에 줌독서실 친구들과 조금 공부를 했답니당ㅎㅎ 공부너무 귀찮고요 쥼멜 싫네또륵인체는 오 ㅐ케 복잡해난 단순한데 휴웅오늘의 할 일청소기 돌리고 닦기 그리고 알박가기이제 관두고 싶어요사장님 얼렁 저의 후임 구해주세요얼렁얼렁 나 국시 준ㅂ 해야한단 말이예요세번째 사진 내가 만든 딸기라떼오늘의 노래악동뮤지션째깍 째깍 째깎공스타그램 플래너 아이패드 아이패드세대굿노트공부일지 학번 학번공스타그램 토익토익공부 컴활 컴활공부 컴퓨터활용능력 급 국시 국시공부 책읽기 대학생 방학 게으름뱅이 극복 극복프로젝트 공스타그램인증 공스타그램맞팔환영 알찬하루알바생의 하루
4543,지금뭐하고있어          낙서 그림스타그램 그림스타그램 일상
4544,여름엔 아이스커피 맞죠 ㅎㅎ 전 아이스라떼를 넘넘 좋아해요 시원한 여름 느낌에 사람들이 아이스라떼를 마시는 모습을 함께 그려봤어요 강아지와 산책하면서 커피도 마시고 친구와 오랜만에 만나서 커피 한잔 마시는 모습 그리고 좋아하는 사람과 커피 한 잔 마시는 시간이 넘 좋아서 그 모습을 담아봤어요  일러스트레이션 일러스트 그림 드로잉 아이패드 아이패드드로잉 프로크리에이트 캘리그라피 여름 아이패드캘리그라피커피 아이스라떼   카누    삽화     꽃 정아씨 가족들이 다 모였네요ㅎㅎㅎ
4545,등산 마스터
4546,낼나크루기 주 회차 포스팅옆으로 넘겨서 봐주세요아직 이르지만 월 먼쓸리를 가져와보았습니다 ㅎㅎ월달이 밖에 안 지나간 터라 듬성듬성 빈곳이 많아 쬐꿈 민망하네요월 말쯤 되면 꽉꽉 채워 완성해서 다시 가져와보겠슴니다본 포스팅은  으로부터 일부 상품을 제공받아 직접 체험 후 작성된 후기입니다아이패드 아이패드다이어리 다꾸 아이패드다꾸 갤탭 스꾸    낼나샵
4547,후 내가 다른분은 참아도 안산님은 못참지  안산 양궁천재    헉 작가님 이날 저도 안산선수님 봤어요 층에 부랴부랴 달려가서 봤는데 넘 귀엽고 멋있어서 심장 콩닥콩닥 난리 났었죠오 ㅠㅠ 그댄 성덕
4548,더 수어사이드 스쿼드 감상평킹샤크 귀엽다 끝일상 주말 취미 그림 낙서 주짓수 영화 디씨코믹스 더수어사이드스쿼드 킹샤크 냠냠 아이패드 애플펜슬 프로크리에이트
4549,일하면서 읽게 된 책 어렸을때 읽지 않은 책이지만 재미있을것 같다서식 글입다 읽으면서 기록하는 독중감라이트               내돈내산 낼나샵으로부터 지원 받은 상품                낼나크루가 쏜다 한국 낼나샵에서 낼나크루 할인    아이패드 아이패드다이어리 다꾸 아이패드다꾸 갤탭 스꾸    낼나샵 낼나다 낼나다 디지털다이어리 아이패드플래너
4550,근대종 선수들 공패드얼굴책일러스트맛집도쿄올림픽도쿄올림픽국가대표근대종스포츠아이패드아이패드그림그림일러스트초상화초상화일러스트드로잉디지털드로잉라인드로잉     우와 너무 이쁩니다
4551,나에게 주는 선물년 월 일 세 나이로 처음으로타지에 일하러 왔는데 벌써 년이라는 시간이 지났다초반에는 부산 내려가고 싶어서 운적도 많았는데이제는 오라고 해도 내려가지 않는 사람이 되었다년 동안 심적으로 힘든적이 많았는데년이 되어서야 조금 즐기게 되었다내 주변에 좋은사람도 많고 또 생기는 중그래서 조금 더 견뎌 보자는 나에게 주는 선물구성품이 왜이리 비싼지아이패드 핑계아님 ㅋㅋㅋㅋ ㅋㅋㅋ아이폰을 못쓰니 패드라도 사고싶은 ㅋㅋㅋㅋ입사주년  아이고 고생했어벌써 년이라니대견하다 소라 와우 멋져 이쁘다 오 주년 우리진짜수고했따토닥토닥 우리언니야 수고했고 고생했어 조금만 더 홧팅하쟈 근데 삼성이 아이패드를 개월 뒤 내가 납치하러 갈겡 고생많으셨어요 그동안 앞으로도 힘내셔요 화이팅 멋지다 올 ㅋㅋㅋㅋㅋㅋㅋㅋ  마져 나에게 주는 선물 중요  축하해ㅎㅎ 소라씌 입사 주년 축하해잉
4552,세계고양이의날   헐  너무 귀여워요  세계 고양이의 날이 있는지 처음 알았어요 오늘 저희 집고양이에게 조공을 바쳐야겠네요ㅎ 규ㅣ욥따아아아
4553,아이패드에어      그림계정맞팔           머리색 너무 예뻐용  머리 아주 좋아용 잘그렸음 헐 지대 예쁘다 실존인물임 오 분위기 완전 좋아요
4554,라벤더그림스터디캐릭터 일러스트 그림 그림스타그램 그림쟁이 일러 일러스트그램         선팔 피드 아이패드 손그림 메스타그램 메스타 메이플스토리 메스타맞팔 캐릭터 팬아트 메이플스토리 메이플 게임  스터디          예뻐요 몽글몽글 색감 짱 그림 너무 이뻐용
4555,오늘도 꿀같이 달콤하게 보내세요 캘리그라피 손글씨 펜글씨 펜라이팅 펜레터링 펜캘리그라피 핸드라이팅 핸드레터링 레터링 아이패드 아이패드캘리그라피 프로크리에이트 프로크리에이트캘리그라피
4556,알파레타 프리미엄 하우스 모두 즐거운 일요일 보내시길  베이스어스 라이트닝케이블 케이블 핀 핀케이블 핀충전기 고속충전 고속충전케이블 고속충전기 고속충전보조배터리 아이폰 아이폰프로 아이폰미니 아이폰케이블 아이패드 아이패드프로 아이패드에어 와인 와인스타그램 와인바 와인잔 와인추천 와인한잔 와인에어레이터 디켄터 와인디켄터 에어레이터 와인장터 알파레타
4557,번째 그림그림 원하시면  해주세요 ㅎ아이패드   아이패드그림 아이패드드로잉                           그림체가 너무 귀여워요 우왕 쵝오
4558,아이패드메모장그림호랑이재활마미손
4559,일요일인데 왜 일해야하는지 모르겠네요심지어 공간 디자인 시킨다고제가 예술이든 미술이든 다 빵점인데요당떨어졌을 때 친구가 직접 만든 카늘레덕분에 살았다  맥북케이스
4560,그림 아이패드 프로크리에이트 오아시스 취미
