,내용,등록일
121,S21 울트라는 설명하지 않습니다   울트라 원하시는 분은 고민 없이 그냥 울트라 하시면 됩니다                          사진출처  httpswwwsamsungcom                 안녕하세요 삶의 흔적은 역사가 된다 입니다 저는 IT전문 블로거는 아니기 때문에 전문적인 지식을 전달해드리는 어렵고 2년 넘게 S10LTE을 사용하다가 좋은 기회가 생겨 S21로 기변을 하고 일주일 사용하면서 느낀점을 소개해 드리고자 합니다 S10 슈퍼체인지에 가입을 했었던 터라 S21로 기변을 하는게 좋은지 이대로 존버하는게 좋은지 커뮤니티에서 물어도 보고 다른 분들 경험도 검색해 보고 하다가 그냥 존버하기로 결정을 했었죠            나에게 운명처럼 나가온 S21          그러던 중 여느때와 같이 대리점에 필름을 받으로 가면서 또 여느때와 같이 잠깐 앉아 보세요 하는 대리점 직원의 친절함에  들어나 보자 하고 자리에 앉아서 찬찬히 듣게 되었습니다 사실 과거는 아무것도 모르고 대리점 직원이 좋다고 하니까 구매하고 그랬었는데 유튜버나 인터넷에서 정보를 많이 접하다 보니 어떻게 하면 호구를 당하지 않는지도 공부를 해왔던 터라 그렇게 겁먹지는 않았어요       그렇게 S21 시리즈 중에 기본 모델이 기기값이 거의 0원과 같은 조건이 되길래 S10보다는 S21이 낫겠지 하고 구매를 했습니다 기기를 변경하게 되면 늘 휴대폰을 다시 세팅해야 하는 번거로움이 엄습하죠 그러나 그 번거로움이 늘 새로운 기기를 사용할 수 있다는 기대감에 뭍히는 것 같습니다 그런데 요즘 휴대폰 데이터 옮기는 게 2년전과 다르게 기존 폰과 거의 동일하게 옮겨지기 때문에 사실 새로운 폰인지 헷깔릴 수도 있습니다 휴대폰 폴더나 폴더안에 들어있는 앱이나 카카오톡 대화방 복원이나 메시지 복원 심지어 공인인증서 루틴 등 99 기존 폰 그대로 복사가 되어버려서 좋습니다 다만 1는 그래도 옮겨지지 않은 앱들이 있어서 수동으로 기존 폰과 비교해 가면서 옮겨지지 않은 앱들을 다시 설치하고 설정해 주면 됩니다 지문 등록 금융앱 로그인 등 기본적으로 세팅해 줄 것들을 세팅하면 끝            이제 새 폰을 사용해보자          1 플랫 디스플레이와 지문인식의 변화              사진출처  httpswwwsamsungcom           먼저는 S10을 넣어서 사용했던 케이스가 S21도 딱맞게 들어가는 걸 보고 놀랐습니다 사이즈가 S10과 거의 동일하네요 그러나 S10이 엣지 디스플레이였던 것에 비해 S21이 플랫 디스플레이로 바뀌면서 그런지 제 눈에는 S21이 디스플레이 사이즈가 더 커보입니다 사용하면서 가장 눈에 띄는 건 지문인식 센서 위치가 S10보다 많이 위쪽에 있다는 거 S10이 너무 아래에 있어서 불편했던 기억이 있었는지 위치가 변경된 S21의 지문인식 위치를 체험하고는 오 이건 좋네 라고 느꼈습니다 S10을 2년넘게 사용해서 그런지 지문인식도 잘 안될 때가 많았는데 S21은 지문인식 위치나 인식률이 현저히 더 좋아졌습니다      디스플레이에서 큰 변화는 주사율이 120hz를 지원한다는 것 휴대폰 사용환경에 따라 자동으로 60과 120을 조절해 준다고 하는데 다시 S10을 써봐야 알것 같을 정도로 아직은 솔직히 잘 모르겠음  120이라고 생각하고 사용하니 좀 부드러워진 것 같기도 하는 그런정도임         2 35mm 이어폰 단자 없음              사진출처  httpswwwsamsungcom           S10 사용하시는 분이 S21로 가려고 하신다면 꼭 기억해야 할 변화입니다 요즘 나오는 폰이 35mm 이어폰 단자가 없는 경우가 많은데 우리 같이 S10을 2년 이상 사용하셨던 분들이라면 35mm 이어폰 단자가 없을 것이라는 생각을 저처럼 못할 수도 있거든요 그래서 기존에 사용하던 이어폰은 사용할 수 없는 걸까 라는 생각에 잠길 수 있지만 그런 변화에 걸맞게 젠더도 다양한 제품들이 출시되고 있다는 사실 35mm C타입 젠더로 검색해보면 많은 제품들이 나와 있으니 그것으로 커버가 되니 너무 걱정은 마세요      추가적으로 저는 자동차에서 휴대폰 음악을 들을 때 35mm 이어폰으로 차에 연결해서 자동차 스피커로 들었는데 이런 경우도 멀티 젠더가 있어서 휴대폰에 C타입을 연결하고 젠더에는 35mm 이어폰 단자와 C타입 충전단자가 있는 멀티젠더를 사용하면 문제가 해결됩니다 참고하세요         3 스피커가 왜 이래 AS 기변 성공              사진출처  httpswwwsamsungcom           S21을 사용하면서 최고의 불만은 스피커였습니다 잇섭님의 유튜브 영상에서 좌우 스피커 밸런스가 맞지 않다는 언급이 있었는데 저는 그 밸런스 문제가 아니고 최대로 소리를 키웠을때 찢어지는 소리가 나서 도저히 못듣겠더라구요 새폰인데 이래 최신폰이 이래 하면서 S21이 원래 이런가 하고 검색을 해보니 그런 이슈가 많이는 아닌데 간혹 있더라구요 불만이지만 원래 그러려니 하고 있다가 삼성전자 AS센터에 전화를 해보니 그런 이슈는 없다고 가까운 서비스센터에 방문을 해 보라고 하길래 엊그제 방문을 했습니다 기사분께서 보시더니 이상이 없다고 하는거예요 그런데 분명히 저는 문제가 있어서 왔기 때문에 기사님께서 AS 기변을 해 주시겠다며 AS 기변 영수증을 주셨습니다 동일한 문제로 인한 AS 기변은 다시는 안된다고 하네요 구입한 대리점에서 교환하면 된다고요 유후 그래서 그걸 가지고 대리점으로 가서 교환을 했습니다      그리고 확인해 보니 괜찮은거에요 하하하하 볼륨을 최대로 올리면 찢어졌던 소리가 이제는 준수하게 잘 들립니다 그리고 디스플레이도 왠지 더 선명하고 좋은 기분 진짜 기분탓일까 혹시 스피커 문제가 있으시다면 구입 후 2주안에 꼭 서비스센터에 방문하셔서 기변을 하시기 바랍니다 다만 교체한 기가도 그런 문제가 있을 수 있는데 그러면 다시 동일한 증상으로 기변이 안되기 때문에 운에 맞길 수 밖에         4 용량 업그레이드                 사진출처  httpswwwsamsungcom        이전 S10은 메모리가 128G이고 S21은 256G니까 용량이 두배로 늘어났습니다 SD카드 슬롯이 없어지긴 했지만 SD카드가 필요없을 정도로 용량이 늘어났기 때문에 용량걱정은 크게 할 필요가 없어졌습니다 그리고 배터리 용량도 3400mAh이었던 S10보다 600mAh 더 늘어난 4000mAh가 되었습니다 메모리와 베터리가 늘어난건 S10보다 더 잘 된 일입니다         5 발열이슈      S21이 출시되는 초기에 발열이슈가 상당히 뜨거웠습니다 CPU의 한계라는 말도 있었는데 소프트웨어 업그레이드로 많이 좋아진건지 모르겠지만 무거운 게임과 같은걸 하지 않은 제 입장에서는 발열은 솔직이 모르겠습니다 고사양의 게임을 하시는 분들이라면 주변에 꼭 물어보시고 결정하시기를 바랍니다         5 바꿀까 말까      다음과 같은 경우면 교체를 하셔도 괜찮겠다고 제안을 드립니다   1 S10 말고 S21을 사려고 하는데 발열이슈도 그렇고 고사양의 게임을 하시는 분들은 잘 고민해 보시기 바랍니다   2 기기값이 0원에 가까우면 조금이라도 더 성능이 좋은 S21로 가세요   3 S10 보다 더 좋은 새폰을 쓰고 싶은데 기기값이 부담이 된다면 S10을 그냥 사용하세요         5 마치면서      S10을 오랫동안 사용해 오시면서 S21로 기변을 할까 고민하시는 분들에게 조금이나마 도움이 되고자 포스팅을 하게 되었습니다 인터넷 검색을 해도 잘 안나오더라구요 S10과 S21의 차이가 뭔지 실제 경험하시는 분들의 체험기를 듣고 싶었고 저와 같은 분들이 있을 것 같다는 생각에 몇글자 적어 보았습니다      카메라 성능에 대한 내용은 없는데 카메라를 제가 잘 사용을 하지 않아서 카메라에 대한 구체적은 언급은 하지 않았습니다 다만 카메라 30배 줌은 S10과의 차이가 확연하게 느껴지는 부분으로 새로운 경험은 하실 수 있습니다              사진출처  httpswwwsamsungcom           추가적으로 플러스와는 20만원 정도 차이나 나기 때문에 화면 좀 더 큰걸 원하신다면 S21 플러스로 가셔도 됩니다 그러나 디스플레이 크기 말고는 딱히 S21과 차이가 없다는 점은 감안하세요      사실 이런 저와 같은 고민은 금전적으로 아무 걱정이 없는 분들에게는 해당이 되지 않는 일입니다 새폰이 나오면 비싸도 무조건 사는 분들은 가볍게 패스하셔도 됩니다 저 처럼 휴대폰에 투자하고 싶지는 않지만 기기값 부담이 없는 경우면 바꾸는게 좋겠다고 판단하사는 분이라면 충분히 바꾸셔도 좋겠다는 판단입니다,2020.12.05. 17:16
122, 사용하다가 버로 테스트했습니다,2020.12.05. 11:34
123,갤21울트라 변경했어요,2020.12.04. 18:32
124,S21로 변경하고선 뭐 비슷하네 했는데아까 다시 S9로 뭐 좀 했더니화면이 더 작아서 답답한 거 같긴 하더라구여S21 사용한지 한 달 정도 된 듯 한데다행히도 아직 발열 문제를 크게 체감한 적이 없어서만족 중입니다 뽑기신께 감사드려야겠어요 ,2020.12.03. 17:20
125,마구마구 유저입니다업뎃 전에는 풀옵으로 실행 시 뜨거워도 잘 돌아갔지만 업뎃 후에는 발열이 확실히 줄었지만 프레임 저하가 일어나네요,2020.12.03. 16:14
126,업데이트 이후 발열이 없네요 너무 만족합니다 ,2020.12.02. 19:16
127, S8쓰다가 4년2개월만에 바꿨습니다너무 간만에 폰을 바꾸다보니그냥 너무 빠르고 좋습니다,2020.12.01. 07:06
128, ,2020.11.30. 20:33
129,S21 울트라 유저입니다카메라 배터리가 좋아서 잘 쓰고 있는데 딱 두가지무게와 발열 때문에 좀 그렇긴 했습니다무게는 얇은 케이스를 쓰면 되는데발열은 불쾌까진 아니더라도 발열이 솔솔 올라왔습니다여기서 원신 돌리면 으아아아아아그러던 중 업뎃나와서 업뎃하고 써봤습니다더 이상 인터넷 중엔 발열을 느낄 수 없었습니다뜨뜻한 느낌이 싹 사라졌습니다그런데 보통 소프트웨어로 발열 내리는 방법은 언더볼팅이나 성능 너프거든요PC로 치면 평소엔 쿨럭을 내려 소음과 발열을 줄이거나 하는 거지요아니면 CPU 전력을 줄이는 일명 언더볼팅이 있는데 이건 잘못 건드리면 큰일납니다그래서 폰으로 원신 돌려봤는데 발열은 확연히 줄어들었습니다 체감이 확 옵니다성능하락은 아직 체감 못하겠네요 원래 풀옵은 불가능한 게임이니 그런 걸지도요음 이게 가능한진 모르겠는데 제 생각엔 삼성이 언더볼팅 비스무리한 걸 한 것 같기도 합니다이 또한 발열제어를 위한 거긴 하니까요,2020.11.30. 16:12
130,결론부터 말씀드리자면 눈에 보이지 않는 쓰로들링을 건것 같아요 네이버 카테고리 왓다갓다 넘길때마다 전에는 엄청 부드러웟는데 업뎃후에는 야악간 버벅임이 느껴집니다 유튭도 그렇구요,2020.11.30. 13:59
131,이번 업데이트로미지근한 발열까지 잡힌거 같아대만족입니다 업뎃 전에는 불쾌하지 않은 정도로 발열감이 살살 올라왔는데지금은 사용시에발열이라는 단어도 잘 생각이 안나네여 진짜 굳입니다,2020.11.29. 08:14
132, 앱부스터 설정 중인데 발열로 인한 거스림이 적어진건 확실해 보입니다 뜨겁다가 아닌 약간의 미열이 있다 정도로 느껴집니다 저는 이정도면 만족합니다 사용함에 있어 개인별 호불호는 있기에 당사자가 만족한다면 그걸로 끝이라 생각 됩니다 업데이트는 당사자가 결정하기,2020.11.28. 19:45
133,성능은 약간상승 온도는 똑같네요,2020.11.27. 22:01
134,업뎃하고나서 멀티태스킹 다시 세팅하고 해봤는데 발열 엄청줄여진것 같아요 업뎃전에는  배터리가 부풀어 오르는정도 인거 같았는데 업뎃후 지금은 약간 미열수준인거 같아요아직 좀더 유지가 되는지 봐야겠지만 지금까지는 괜찮아요 ,2020.11.27. 21:26
135,갤21울  노트20울  아12프로 중에서 갈팡질팡이번주에 구입했습니다기존 핸펀은 아11 노트10 만족  화질 카메라 배터리 불만족  무게 왼손 손목 굵어질듯일반 사용이라 그런지 발열은 별 지장없었네요그래도 모르니 오늘 업뎃도 해줬구요아이폰이랑 가장 비슷한 느낌나는거 같아요그냥 살짝보다 좀더 무게감이 나가지만잘 사용해보려구요노트20울 제외한 가장 큰 이유는 배터리다른건 정말 흠잡을거 없이 좋네요,2020.11.27. 16:46
136,소프트웨어 업그레이드작성X 펌웨어 사용기종   S21U펌웨어 업글 내용   업데이트후 galaxy labs에서 앱부스터 돌려주고 선풍기앞에서 10분정도 식혀주고 긱벤치 돌려봤습니다 성능하락있을까봐 업데이트 안하시던 분들은 그냥 하셔도될듯합니다 3번 연속 돌리니 싱글은 1100점대가 유지는 되는데 멀티가 3600중반대로 떨어지네요 결론은 성능하락은 없다 입니다 스트레스 테스트는 어플지웠는데 귀찮아서 pass 추가좀전에 3D mark 스트레스 테스트 해봤고요 조건은 에어컨 없는 실온에서 케이스 벗기고 테스트 해봤습니다 실온에서 아무리 케이스 벗기고해도 저렇게 일자로 나온적이 없는데 확실히 좋아진듯합니다 스트레스 테스트 3분후바로 했어야했는데 깜빡 긱벤치 점수입니다 다음날 확인해보니 발열이 확실히 줄었습니다 유튜브 시청시에도 2831사이 유지가 되고 기존에 42도 나오던 게임들도 35어지간해선 40도를 안넘기네요기기마다 차이가 있겠지만 이번 업데이트는 저에게 크게 체감이 되네요,2020.11.26. 23:25
137,스마트 스위치로 데이터 옮길땐 괜찮았고소프트웨어 업데이트 할때 너무 뜨거워졌는데 이부분은 냉장고로 해결안쓰면 차갑고평소  발열은 따뜻한 정도고카메라 가동하면 조금 더 따뜻해지는 5G 120hz 둘다 활성화된 상태입니다게임은 손도 안됐어요 태블릿으로 하면되니까발열은 크게 신경 안쓰이는데 배터리가 넘 잘 떨어져서 설정 좀 만져야겠네요,2020.11.26. 15:51
138,갤럭시 S6때부터 6개월마다 차기 노트 갤럭시 시리즈로 바꾸며 써왔는데 이번 디자인이 역대급이라고 생각했지만 발열도 역대급이네요아이폰3gs 이후로 써본적이 없는데 바꿨습니다평소에 몸에 열이 좀 많아서 그런지 폰을 들고 다니면 불편해서 도저히 못 참겠더라구요 발열 이외에는 다 만족하며 썼는데 아쉽네요 ,2020.11.26. 15:20
139,즐겨하던 게임에서 렉으로 사망하는 경우가 종종 발생하여 2년을 채우자마자 기변을 결심했습니다노트20하고 S21하고 저울질을 많이 했는데 비슷한 가격이면 최신 기종을 사자는 생각으로 S21로 넘어 왔네요어제 이것 저것 만져 보면서 다행히 큰 발열은 없는것 같아 안심이 되네요가장 크게 느껴 지는건 기존폰 대비 신세계입니다 2년동안 HW의 발전이 눈부신 덕분에그동안 렉으로 인한 스트레스를 한방에 날려 버렸네요아직 모든 기능들을 다 써보진 못했지만 이곳에서 많은 도움 얻어 가겠습니다PS USIM칩 끼우면서 처음에 잘못해서 USIM 트레이꺼내는 구멍 말고 USB 포트 옆에 있는 구멍을 힘껏 찔러 버렸는데 별 문제는 없겠죠,2020.11.25. 14:57
140,s21 발열후기들을 보고 내년까지 버텨보려했는데 폰 지문인식이 고장나 못참고 어제 바꿨네요바이올렛 사고 싶었는데 재고가 실버밖에 없어 실버업어왔는데 보면 볼수록 예뻐서 만족합니다발열같은 경우 웹서핑만 해도 뜨끈해지는게 느껴지는데 전 s10 발열이 너무 심했었기 때문에 아직까진 참을만 합니다 근데 사용중 15w로 충전하면 충전이 거의 안되네요5g같은 경우는 집에서 너무 잘터지고 이틀동안 다닌곳에서도 전부 잘터져서 만족스럽습니다 속도도 lte비해 체감될정도로 빠르네요 지역은 부산입니다진짜 게임할거 아니면 사도 된다는 말이 정답인거 같네요,2020.11.23. 20:29
141,LG폰만 6년 쓰다 넘어온 저에게는 천국입니다,2020.11.23. 15:36
142,다 필요없고 버벅이는거랑 발열 두개만해도 이정도 값어치가 없는듯하네요s5 s7e s8 s10e 노트10 폴드 s21 순으로 사용했었는데 올해안으로 정리하고 아이폰으로 넘어가려고하네요 실망스럽습니다,2020.11.22. 02:30
143, 저는 이전에 Z폴드 2 노트9 A51 S20 울트라에 메인폰으로 노트20을 사용중이던 갤럭시 성애자입니다폰이 너무 많아서 정신없다보니 싹 다 처분하고S21 울트라 S21 플러스 아이폰 SE 2020으로새로 구매하고 썼습니다예약 구매 자급제로 샀었고 당시에 팬텀 바이올렛이너무 영롱하다고 느낀 나머지 플러스도 샀었네요몇 달간 써보니까 장점과 단점이 느껴졌습니다장점  성능 화질 충전속도 디자인 좋음 카메라 성능 깡패울트라 고주사율 디스플레이단점  무게 울트라 발열이 정도로 느껴졌습니다단점의 경우는 무게는 헐렁한 반바지를 입을때주머니에 울트라를 넣고 다니면 바지가 내려가요발열은 제가 좀 가볍게 씁니다영상이나 게임을 주로 PC로 즐기다보니발열을 느끼는 순간이 별로 없었습니다그럼에도 영상을 좀 보거나 게임을 좀 플레이를하게 되는 순간에는 발열이 있긴 있었네요S21 울트라 레더 케이스 쓰는데도발열이 느껴지긴 했습니다발열 불량으로 고생하시는분들이정말 안타깝다고 느꼈습니다 제 경우보다도 더뜨거우면 도대체 어떻게 쓰라는걸까요평가를 하자면저는 좋았어요 솔직히 디자인도 S20 울트라를이뻐했던 넓은 타입의 취향이라 무척 좋아했고성능도 나쁘다고 느끼긴 어려웠습니다다만 제 경험으로 울트라에서 멀티 태스킹이나 영상과 게임을 많이 즐기신다면 발열 문제로 사용하기불편하지 않겠나 싶습니다,2020.11.21. 16:46
144,21울트라 예판때 구입하여 포인트로 스마트 클리어 뷰커버 with s pen을 샀는데무게감이 꽤있어 서랍에 모셔두기만했습니다아라리 제품이 무게감도 괜찮아보여 구입했는데 tpu재질이라 무게감그립감 괜찮네요다만 오래사용하면 변색은 올거같습니다펜거치하는방향이 왼쪽인데 오른쪽이었으면 좀더 괜찮았을거같습니다뒤에는 스트랩 붙여주었구요케이스만 이거포함 6개인데돌아가며 사용햐줘야겠습니다,2020.11.21. 10:34
145, 기기사진 맨위 두장은 노트9으로 막찍었어요 지난번에는 기기만 수령하고 개통 전와이파이만 잡아서 이것저것 설정하고 만져만 봤는데어제 월요일에 개통해서5G LTE 잡아서 평소처럼빡세게 굴려본 결과일단은 만족스럽네요 제가 노트9를 쓰다 바로 넘어와서 체감되는 성능향상이 상당합니다 특히 디스플레이의 부드러움과 터치는아이폰 부럽지 않네여아이폰은 예전에 6플러스 7플러스 X 까지 써봤습니다 구입 희망하시는 분들이 아마도 제일 궁금해 하실발열감은보통에서 살짝 높음 정도인데못쓰겠다괜히샀다너무 심하다 라는 생각까지는 안드네여아직 배터리 학습기간이긴 하지만배터리도 평범한 수준인것 같아요저는 무제한요금제라5G 우선으로 계속 켜두고 있는데배터리가 녹아 없어지는거 같진 않네여어차피 집에서나 회사에서나충전 자주 할수 있고요완충해놓고 다시 충전할때까지크게 부족한 수준의 배터리 소모는 아닙니다카메라는 딜레이가 심하다는 글들을 몇개 보았는데아이폰에 비하면 딜레이가 있긴해요근데 순간포착하기 어려울정도의심한 딜레이는 아닙니다제가 만족하는 여러가지 부분중에 가장 큰건가벼운 무게에 비해디스플레이가 시원하고 작다는 느낌이 안들어요또 기본형에만 있는 화이트 색 뒷판이글라스틱이라고 뭐 글라스같이 보이는 플라스틱이라지만싼티 나거나 보급형 기기같지 않아요매우 예뻐서볼때마다 기분좋고 바꾸길 잘했다는 생각이 듭니다뽑기가 심한 폰이라고 하는데저는 일단 괜찮게 뽑은거 같아요게임은 3D 게임은 하지 않아서 모르겠지만2D 게임정도는 매일 하고 있는데뜨겁진 않아요발열이 살살 올라오고 있구나 하는 정도에요S20을 안써봐서 모르겠지만S21이 여러 사람들이 발열문제가 많다고 하는거 보면확실히 고른 수율을 보여주는 폰은 아닌거 같네여 구입하시려는 분들뽑기 잘 하시고혹시 궁금한점 있으시면 댓 주세여최대한 경험해본 만큼 아는만큼 답 드리겠습니다 ,2020.11.20. 22:48
146,중고폰 살돈은 충분한데 부모님이 크게 반대하실거 같아요  어떡하죠그놈의 발열 때문에 하,2020.11.20. 14:10
147,음악어플이랑 유튜브 같은거 재생 중일 때 상단바 내려도 아무것도 없으니깐이전곡다음곡소리조절 재깍재깍 못 해서 답답해요업글에서 왜 이거 안고쳐주는거죠 써본 폰 중에진짜 역대급으로 불편하네요 질문추천 금지 X질문추천 금지 X,2020.11.18. 18:50
