,내용,등록일
273,종이는 2장까지 들어가고 3장은 잘 안들어가요 녹조 젤 심한부분 Loading playerlikesoundmutesoundmutesoundvolume2soundvolume3 xPlayer Size0 x 0Current Resolution0PMax Abr Resolution0PProtocolpdCurrent BandwidthAverage BandwidthBuffer HealthFrame Drop Rate00 도움말라이센스Video Statistic Version 4246 PDBuild Date 2021512NAVER Corp     동영상 인코딩 중입니다5분 이상 소요될 수 있으며 영상의 길이에 따라 소요 시간은 달라집니다 topleft rightbottom마우스를 드래그 하세요360 Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다선거광고 안내       음소거0000  0000 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다도움말 플레이어 URL 복사 레이어 닫기갤탭 오류테스트 해봤어요 이건 한지 테스트라는데 심한건지 감이안오네요,2020.09.09. 17:15
274,갤탭 S7로 넘어가니 좋긴 한 것 같습니다S펜 성능이 체감되게 좋아져서 필기하거나 그림 그리기도 편해졌고특히 화면이 커서 보는게 시원해졌네요  확장 모니터용으로 사용하기에도 딱 좋습니다집에서는 PC에 듀얼 모니터로 사용하고 회사에서는 아래 사진처럼 트리플 모니터로 사용하니 딱 좋습니다 뽑기가 잘 됐는지 문제도 없네요 ,2020.09.09. 12:16
275, 교환 두번 해서 세번째 받았는데 오른쪽 제품 입니다오렌지는 왼쪽보다 나은데그래도 있음 색온도가 허 애플 트루톤에서 색감 잘못 잡을 것 처럼 누우우렇네옄블루라이트 켜진 느낌입니다 휴우 그냥 첨 받은게 그나마 멀쩡했던거네요기기마다 이렇게 차이가 크게 만들어 놓고 왜 색온도 조절은 빼버린걸까요 스트레스 받네요,2020.09.08. 07:36
276,httpsyoutubeGP6zxkPiHLI 터치 씹힘이 엄청 심했을때 httpsyoutubeDvFPESScGC0 이번 업데이트 후 기기 동작 안정화 터치 씹힘 영상입니다저는 업뎃 후 매우 잘되는것 같습니다 다른분들은 어떠신가요,2020.09.07. 10:25
277,제목에는 간략한 질문내용 표시사용기종  갤탭S7 5G질문내용  구체적으로 휨 테스트에서는 A4 1장이상 안들어가고녹조테스트 및 다른 테스트는 다 이상 없는데한지현상만 있네요이거는 차후 안드 업뎃으로해결 될 수 있나요,2020.09.06. 04:42
278,종이 노트 s6 lite Previous imageNext image s7 Previous imageNext image 종이로 필기하다가 디지털로 필기하니까 신세계더라구요  거기다 s7 120hz로  하니까  정말 너무 편하더라구요처음에 너무 부드러워서 익숙해지는데 하루이틀 걸렸는데 익숙해지고 나니까 s6 랑 비교 불가첨으로  필기하시는 분들이   참고 하실만한 팁을 말씀을 드리자면처음에 이용할 앱을 신중하게 고르는게 중요한거 같아요각자 앱마다 장단점이 다 다른데  어쨋든 그앱을  이용하게 되면  그앱에 기능에 익숙해 져서 다른노트앱으로 넘어가기힘들어집니다    도구들을 얼마나 응용하면서 활용하냐에 따라 필기속도가 달라지는데  한가지 앱에 익숙해 지면다른앱에 비슷한 기능이 있더라도 쓰기 답답하고 그렇더라구요그리고 앱을 고르는 팁은  그앱의 최고 장점과 최악의 단점을  고려해서 고르는게 좋습니다사람마다 각자 중요한 부분이 다르기 때문에 이게 최고다 저게 최고다 하는건 의미가 없을꺼같아요제친구 같은 경우는 원노트를 쓰는데 1년 정도 쓰니까  절대 다른 앱으로 못 넘어가더라구요 제가 볼떈 정말 최악인데 자료들이 세로로 한눈에 다보여서 자료 전체가 한눈에 보이는걸  높게 평가하더라구요 제가 노트쉘프를 쓰는 이유1필기감이 좋다글씨가 이쁘게 써진다는 말입니다2업그레이드로 랙이 많이 사라짐 확대 축소할때 화면이 깨지는 현상을 사람들이 많이 욕하던데 필기할떄는 전혀 상관이 없습니다3처음에 썻던 앱이라서 그런지 몰라도  도구이용을 손에 익었다4노트관리가 편하다5고용량의 pdf도 들어간다  원노트는  100메가 넘는건 안됨6거의 매달 업데이트를 해준다 첨에 쓸 때 없었던 기능이  현재  엄청 생김 실제로 쓰면  버그가 엄청 많습니다  특정 조건에서 생기는 버그도 많은데 그런건 미리 알아서 피하는 편입니다팜리젝션이  필기할때 노트가 안움직이는  기능 맞나요  저는 그렇게 알고있어서 썻는데 아니면 알려주세요무튼 필기를 하드하게 할때 노트가 움직이게 되면  정말 불편하더라구요s6를 쓸떄는  액정이 작아서 실제로 필기를 할때 멋대로 움직이거나 확대 축소되는일이 거의 없었는데s7같은 경우에는 액정이 크다 보니까 필기할때 심각할정도로 방해가 되더라구요액정이  커지면서 움직임이 심해진 이유를 제가 분석해 봤을때 팔목이 닿기 떄문입니다손바닥 옆면이 닿는건  상관이 없는게 실제로 필기를 할때 펜끝이 손바닥보다 먼저 인식이되어서 팜리젝션이 작동을 하기때문에 s6처럼10인치일때는 필기할때 움직임을 못느꼇습니다하지만 세로로 길게 필기를 할때는 팔목이 먼저 닿아 버리면서 난리가 나더라구요그래서      입력제어 기능을 이용하게 되면  이런문제점이 해결이 되더라구요 저 파란부분은 터치가 안 먹히게 됩니다 카메라로 사진을  찍은 이유는  저걸 작동하면 다른 앱이나 캡쳐도 이용이 제어 되기 때문이고 저부분이 터치가 안 먹히게 되면  필기할때 매우 편하더라구요근데 저 파란부분은 필기가 안되니까 불편하지 않냐  라고 할수있는데  400 확대를 하면  실제로 못쓰는부분은 아주 작은 부위입니다  그럼 필기할때마다 저기능을  키는게 어렵냐   아닙니다   화면 잠금 버튼이랑 음량올리는 버튼 두개를  꾹 누르고 있으면 입력 제어로 넘어가는데  거기에서 저 파랑색 크기를 설정하고 완료 하면 되는데  전에  설정을 기억하기때문에버튼을 꾹 누르고 완료만 누르면  거의 투터치에 작동을 합니다  끄는 방법은  두버튼을  꾹 누르면 꺼집니다팔목이  터치가 안통하니까  저같은 경우는  노트 움직임 없이 필기가 가능하더라구요분할을 이용하면서 필기할때는 필기 영억이 작아서  팔목이 안닿으니까  쓸필요 없고간단한  메모같은 경우에도  굳이 할필요는 없는데  한페이지를  다 필기하거나 정리하는 경우에는  매우 유용하니  써보시는것도 괜찮을꺼같아요삼성노트같은 경우에는 세로로 스크롤이 되니까 더 편하게 쓰일꺼 같은 생각이 드네요새벽 늦게  공부 하고 졸려 죽겠는데   누군가 이걸로 편하게 필기하기를 바라면서  글을 씁니다다시 읽어보니  정말 두서가 없네요  죄송요   추천 눌러주시면 감사해요 인기글  가서 많은 사람들에서 알려주고 싶습니당,2020.09.06. 02:29
279,사진 예쁘게 찍어보려고 했는데 오늘 날씨가 흐려서 예쁘게 안나오네요 유튜브 잘 나와요 그런데 제가 이미 프리미엄이라 4개월 무료혜택은 못받는건지 그건 모르겠네요  휨 테스트 해봤는데 카메라 있어서 살짝 뜨는 두 면 말고나머지 두 면은 에이포 한장도 안들어가더라구요걱정했는데 다행이에요 사실 좀 휘었어도 그냥 썼을거에요 제 성격상 빛샘테스트도 해봤는데 실제 눈으로 볼 땐 전혀 티가 안 났거든요 사진으로 찍을때도 카메라를 요리조리 돌리면 하얗게 되는 부분이 달라져요근데 전 무던해서 실제 눈으로 안보이니 괜찮아요다만 오렌지현상은 상단바 부분에 살짝 눈에 띄어요눈에 띄긴 하지만 블루라이트차단 필터를 애용해서 노랗게 보이는 것도 저는 뭐 괜찮습니당 필기감 최고네용제 기준에는 아주아주 양품이 왔어요제 폰이 s20인데 평소에 이 폰도 크다 느꼈거든요그런데 탭 만지다가 폰 만지니까 왜 이렇게 작게 느껴지는지학생때부터 애플 쭈욱 쓰다가 갤럭시폰 버즈플 갤워치 이제 탭까지 이제 다 갤럭시네요저는 애플에 실망을 많이 하고 갈아탄 터라 삼성 너무너무 좋아요 긴 글 읽어주셔서 감사해요 다들 코로나 조심하세요,2020.09.05. 10:40
280,바보같이 사전예약 놓치고 정발만 기다리다가 어제  할인 때 맞춰 구매하고 오늘 받았습니다사용기라고 하기엔 퇴근 후에 받고 이제 몇시간 써본 거지만 완전 만족스럽네요태블릿은 아이패드만 써와서 최근에 산 게 필기용 아이패드프로3 11 인데 필기감이 너무 마음에 안들어서 정작 필기는 안하고 유튜브 머신으로 쓰던 차에갤탭이 필기감이 좋다는 소리를 듣고 테스트도 없이 덜컥 산 거 치고는 저한테 너무 찰떡입니다 크 제가 원하던 필기감불량 이슈가 많아서 걱정했는데 다행히 종이 1장도 안들어가고 불량화소 없고 한지현상도 무난하고 양품인 듯 합니다직관적인ui의 아이패드 쓰다가 갤탭쓰려니 뭘 설정할 게 너무 많아서 이 시간까지 붙들고 있긴한데화면도 큼직하니 후회 1도 없습니다아직 커버도 없고 케이스도 필름도 없어 생패드로 며칠 써야하지만  보기만 해도 행복이제 악세사리 사려고 돈 좀 써야겠어요,2020.09.05. 01:07
281,본인은 이 삼성 제품을 쓰기 이전에 애플의 아이패드 프로 2세대 129 WIFI를 썼는데 매우 실망했다 왜냐하면 이 제품은 어디 들고 가서 터프하게 쓰기엔 내구성이 약하고 자꾸만 빛샘현상이 커져만 갔기 때문이다게다가 애플에서 내놓은 정품 키보드 케이스도 허접 내구성이여서 1년도 안되서 망가지는 걸 내 눈으로 봤다그래도 애플이기에 내가 끝까지 옹호를 해가며 썼지만 더 이상 빛샘이 너무 커지고 화가 끝가지 나서다시는 내가 애플 제품 안쓰기로 했다그건 그렇고 이 삼성제품은 아이패드 2세대 이후에 구입해 쓰는데 라미 S펜을 공짜로 줬다 저 애플 제품에 비해서 야외에서 터프하게 써도 고장이 잘 안나고 빛샘현상이라는건 절대로 없었다 나는 이게 삼성의 QC 수준이구나하고감탄을 했다 삼성제품이 투박하고 아저씨틱한 디자인과 감성을 가져서 그렇지 사용자가 중요하고 성실하게만 쓰면실용적으로 느낄수 있다는게 이 태블릿피시의 장점이다 앞으로 10년간 다이어리와 수첩으로 쓸 생각이다 끝 ,2020.09.04. 20:06
282,안녕하세요폰은 20 탭은 s7 쓰는데요혹시 폰 사용하시면서 카톡 게임 인터넷 등화면이 1초 미만이지만 새로고침되는 것 처럼 되는 현상 겪으신 분 계신가요20 쓰면서 겪었는데 탭도 가끔씩 그러네요서비스센터 가도 별 문제 없다고 하구요 무슨네이버 어플 쓸때그러지 않냐고 묻는데 게임을하던 카톡을하던그럽니다언제 그러는지는 아직도 모르겠어서 화면 녹화도 못했네요저만 그런가요제가 아이폰에서 넘어온거라 무슨설정 문제인지 해서 글올려봅니다 삼성멤버스 답변도 함께첨부합니다이 답변도 1달 걸렸네요 ,2020.09.04. 18:01
283,발송되고 나흘만에 키보드 커버 케이스를 받았습니다 중간에 인천에서 하루 지내고 대전에서 이틀 지내서 택배상자가 괜찮을까 걱정했는데 아니나 다를까 저어기 물건너 온 택배 저리가라였습니다뽁뽁이가 하나도 없어서 키보드가 괜찮을 까 싶었는데 다행히 겉으로 보기에 망가진 곳은 없네요 키보드 누를 때 좀 빡빡하긴 하지만 저렴이 블투 키보드보다는 나은 것 같습니다 터치패드는 끄고 사용할 듯 싶습니다 감촉이 그닥 좋지는 않네요 젤리케이스 하단을 잘라서 이렇게 연결되게 만들었습니다 뒷판 자성이 매우 강해서 젤리케이스 씌워도 붙네요물론 젤리케이스를 씌운 만큼 좀 더 쉽게 떨어지긴 합니다 그래도 일상적으로 사용하기에는 괜찮네요젤케로 인해 펜쪽 커버부분은 거의 붙지 않는다고 보시면 됩니다 그냥 덮개가 되었습니다그래도 덮개가 있어서 개인적으로는 좋은 것 같습니다 펜을 건드리다가 보면 가끔 떨어져서요 개인적으로 키보드가 연결되는 부분이 좀 더 견고하게 연결되었으면 하는 바람이 있네요 그리고 백라이트 너무 큰 바람인가 싶긴 합니다만 백라이트 유무가 저에겐 중요해서요 이외는 마음에 듭니다 커버라서 좋고 노트북보다 가벼워서 좋습니다 ,2020.09.04. 17:07
284,판정서 발급된 건에 대해서는 그 증상에 대한 모든 부품 모두 무상보증 해준다고 합니다 휨 증상 같은경우는 바디가 휜 문제니 새제품으로 교환해도 바디에 문제가 없다고 보장도 못하고 저는 34번씩 교환할 자신이 없어서 서비스센터 프로님 말 듣고 그냥 쓰다가 바디 교체 받아야겠네요 저는 충전단자 쪽 a4 6장 명함 2장 들어갑니다 실사용에서는 지장이 없어요지금 잘 쓰고 있는데 보내서 한달 넘게 기다려서 받아도 크게 수확이 없을 것 같아서 서비스센터 확답 받구 그냥 쓰려고 결정했습니다,2020.09.04. 17:05
285,기존엔 꼭 고구마 2개 먹은 소리였는데 갑자기 좀 시원해진 느낌기분 탓 일까요,2020.09.04. 14:43
286,가볍고 슬림하고 Lite 하게 즐기GO 갤럭시탭S6 Lite Wifi   내돈내산리뷰         안녕하세요 윤아빠 입니다   요본에 디맥 제품 구매할려다가 삼성전자 갤럭시 탭을 구매했는데요   와이프도 써야하고 특히 아이들 동영상 보여주는데 사용할라구   태블릿 하나 필요하겠다 싶어서 마침 구매했습니다   원래 기존 탭E 사용하고있었는데 여동생꺼라 다시 돌려주고 저희는 더 좋은거 구매했습니다   탭S7 말도많고 탈도 많은것같아 그냥 무난하고 가성비 있는 S6 Lite 버전 구매했는데요   언박싱 간단하게 사용하는거 보여드리고 마치도록하겠습니다   언제나 성실하고 정직하게 저만의 주관적인 리뷰 작성하도록하겠습니다   지금 시작합니다        1언박싱   갤럭시탭S6 Lite 개봉                          오늘 2시쯤 택배로 도착해서 뜯어보니    완충제로 파손걱정없게 돌돌 말아서 잘받았습니다   동네 삼성프라자 갔더니 블루색상밖에 없어서 구매하지못하고    결국 인터넷으로 주문하였습니다   전면은 태블릿 모델과 무슨컬러를 구매했는지    자기 태블릿 컬러에 맞게 디자인되어있습니다   제가 구매한 컬러는    쉬폰핑크 입니다딸과 와이프가 좋아하는 컬러로 셀렉   컬러는 총 3가지입니다    앙고라 블루 옥스포드 그레이    그리고 제가선택한 쉬폰 핑크 입니다                                           박스 뒤쪽은 위아래에 봉인스티커 부착되어있구요    양쪽 사이드에는 s펜과 태블릿 모델명이 적혀있습니다           박스까러 고고        자이제 박스를 개봉하겠습니드아   타아앗        2태블릿PC 구성품             개봉        박스 개봉을 했습니다   먼저 태블릿이 보호시트에 패키징되어있는 모습이네요                태블릿을 꺼내보니 충전어댑터와 충전케이블이 보입니다                읭 과대포장인가 내용물이 박스로 저렇게 되어있길래 봤는데   별거없네요 충전기 S펜 사용설명서가 끝입니다        3태블릿 살펴보기                           태블릿 보호시트 벗겨내고    와이프 핸드폰과 크기 비교를 해보았습니다   확실히 104인치라 큽니다     디스플레이 크기는 2631mm 입니다   아이폰이 4개 들어가면 딱맞겠네요           태블릿 뒷면        확실히 삼성이 컬러는 잘 뽑아주는것 같아요   질리지 않을 핫핑크도 아니고 연핑크도 아니고    딱 적당한 핑크 색상입니다   그리고 좌측상단에 카메라가 있습니다                         카메라는 전면이랑 후면 둘다 있습니다   화소는 전면  500만 화소 후면  800만 화소 입니다   태블릿을 사진찍을라고 가지고 다니는것도아니고   카메라 성능은 기대안하시는게 좋아요                         제 핸드폰입니다 태블릿으로 찍어봤는데    살짝 흐릿하지만 뭐 그냥저냥   심심할때 사진한방 찍으면 나쁘지 않는 정도입니다                         우측에는 SD카드 슬롯과 볼륨버튼 전원 버튼이있습니다           상단        상단에는 스피커가있습니다   태블릿은 크기때문에 손으로 잡다가 하단에 스피커가 있었으면   소리가 막혔을텐데 나름 고민해서 상단에 탑재한것같습니다   가운데에 이어잭도 있네요           하단        밑에 보시면 스피커가 하나 더있구 C타입 충전 단자가 있습니다                                           전원을 켜봤습니다    삼성 갤럭시탭S6 Lite 나오고 삼성로고로 넘어갑니다   그후 안드로이드10 시작중   로딩화면이 나온후 조금기다리시면   반갑다고 여성분이 말씀해줍니다 설정을 다 마친후에                화면을 켜 보았습니다   와 엄청크네요 진짜 차에다가 네비게이션으로 쓰고싶습니다            펜이 자석        오우 몰랐는데 펜이 자석이네요    옆 테두리에 붙이니 챡 하고 달라붙습니다           펜 인식        펜을 인식해서 에어커맨드가 떠오릅니다 화면이 크다보니   에어커맨드 어디있는지 두리번거리며 찾았네요            메모        펜으로 한번 써봤는데 음  느낌 좋네요    딸아이 글씨 공부할 나이인데 이걸로 놀아주면서   글씨공부 그림 그리기 하면 참 좋을것같습니다                케이스랑 방탄필름 부착후 놨는데 파손 걱정은 없겠네요   마무리로 스펙 알려드리고 마치겠습니다   CPU  옥타코어   화면  104 인치   S펜  지원   카메라 화소  전면 500만 후면 800만   메모리  4GB 램 태블릿 용량 64GB 외장 최대 512GB   컬러  쉬폰핑크   배터리  7040mAh   입니다            리뷰를 마치면서          저는 오로지 아이 영상 과 와이프 가 사용할 가성비 태블릿을 찾고있었는데   이렇게 좋은 태블릿을 구매해서 잘산거같다는 생각이 듭니다   오래오래 초등학교 갈때 까지 쭉 쓰고    동생물려주고할생각입니다   역시 새전자기기 구매하는건 너무 기분좋은 일인거같아요   가격도 일반 S6 와 S7 과 달리   가격은 인터넷 최저가 기준 약 42만원에 구매 하였구요   여유가 된다면 하나더 구매해두고 제가 사용하고싶네요   긴글 읽어 주셔서 감사합니다   내돈내산리뷰 윤아빠 였습니다   감사합니다              ,2020.09.04. 11:35
287, 다이소에서 10묶음 1000원에파는 파스텔 펜 그립 사서 껴봤는데다행이 꽉끼게맞아서 그립이 훨씬나아졌네요저 펜 그립 물결모양말고 일직선 모양도 팔았으면좋겠어요 필기해보니 말랑해서 중지손톱옆에 하나도 안아프구요충전하려면 빼고 다시 넣으면되긴해요 대신 빼고넣기 힘듦라미펜사려다 그립때문에 4만원은 너무아까운거같아서 한번 사서해봤는데 나쁘진않네요 넣을때 물좀 묻히면 잘들어갑니다,2020.09.04. 01:39
288,오오오 신문물을 구입하여 새로운 즐거움을 즐기고 있습니다ppt 자료 준비중 갤탭에서 한번 열어보자 해서 만져봤는데spen 기능도 발견하고  포인터도 알아냈네요저만 모르고 있던 기능이죠   Loading playerlikesoundmutesoundmutesoundvolume2soundvolume3 xPlayer Size0 x 0Current Resolution0PMax Abr Resolution0PProtocolpdCurrent BandwidthAverage BandwidthBuffer HealthFrame Drop Rate00 도움말라이센스Video Statistic Version 4246 PDBuild Date 2021512NAVER Corp     동영상 인코딩 중입니다5분 이상 소요될 수 있으며 영상의 길이에 따라 소요 시간은 달라집니다 topleft rightbottom마우스를 드래그 하세요360 Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다선거광고 안내       음소거0000  0000 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다도움말 플레이어 URL 복사 레이어 닫기갤럭시탭s7 s pen ppt 활용,2020.09.03. 22:46
289,2020 8 24     첫 사용2020 09 2     화면에 줄생김을 발견2020 09 3     서비스센터 방문   화면에 갑자기 파란색 줄이 생겨서 서비스센터 방문했습니다 기사님께서는 액정불량이라고 말씀하셨고 제가 갤탭 구매를 위매프 통해서 했는데 14일 이내에 서비스센터에서 교환증을 발급받고 위메프에 제출하면 새 제품으로 교환도 가능하다고 하고 합니다 그방법이 아니면 액정 무료 교체가 가능하다고 했습니다 제가 갤럭시탭을 또 위메프 통해서 교환하기는 너무 귀찮아서 그냥 액정을 교체하려고 했는데 두세달정도 조금 더 기다려보기로 했습니다 삼성에 갤럭시탭 불량 관련 피드백이 쌓이면 나중에 문제점들을 해결한 액정이 다시 리메이크 되서 사용될 수도 있다고 하더군요 그래서 어차피 확정적으로 액정 무료로 교체할 수 있는김에 지금 불량 그대로 사용할 수 있는대로 사용하고 교체해보려고 합니다 혹시 같은 문제 있으신분들 참고하시면 됩니다 저랑 같은 현상 있으신분 여기 카페에서 한분 더 발견했네요,2020.09.03. 19:47
290,기존에 아이패드 프로 129 2세대를 사용중이었지만 나머지 기기들이 다 안드로이드 진영인 관계로 통일을 해줘야겠다는 생각을 계속 하고 있었습니다 아무리 생각해도 큰 화면과 120hz 주사율이 강점이라고 생각했기 때문에 갤럭시탭 구매를 좀 꺼리기는 했었는데 이번 출시된 s7은 12인치대 사이즈 120hz 주사율을 지원하는 제품이기 때문에 구입을 결정했습니다 활용도를 기준으로 사용감을 리뷰해보고자 합니다1 필기 대학생이라 필기 할 일이 참 많습니다 아이패드를 사용할 때도 7세대와 프로 2세대를 쓰면서 주사율 차이가 크다는걸 느꼈는데 120hz 지원을 통해 필기감이 거의 아이패드에 준하게 나옵니다 지연속도도 9ms로 동일하기 때문에 필기감은 크게 차이가 없는 듯 합니다 하지만 펜을 이용한 편의기능은 여러모로 s펜이 좀 더 우세한 듯 합니다 s펜 버튼을 통한 펜 교체이점은 애플펜슬 2세대도 지원하는 기능 에어액션 s펜 버튼을 통한 다양한 메뉴 진입 등 펜을 좀 더 활용할 수 있는 환경을 조성하려는 의도가 보입니다 필기앱은 주로 노트쉘프를 쓰게 될 거 같습니다 기본적인 펜의 질감이 노트쉘프가 더 맘에들기 때문이기도 하고 대분류학교  소분류과목 순으로 구분이 가능하기 때문에 저에겐 더 적합한 듯 하네요 악보를 그릴때도 큰 문제가 없는 거 같습니다 참고하시라고 하나 그린거 올려드릴게요 펜 굵기는 중간에 한 번 바꿔봤습니다 펜의 질감을 보시라고 그려본 악보입니다 노트쉘프로 그렸고 곡은 죠지  오랜만에 디깅클럽입니다 2 영상영상도 참 자주 봅니다 침대에서도 태블릿으로 영상을 보는게 익숙하기도 하구요 아무래도 아이패드는 영상에서는 다소 밑지고 들어가는 비율이죠 레터박스가 생기기도 하고 갤탭도 영상에 따라 다소 생기긴 하지만 거의 화면을 채워내다보니 레터박스 없이 화면을 효율적으로 쓴다는 느낌입니다 1440p HDR 60FPS 영상도 잘 지원이 되네요 당연히 HDR 기능이 추가되어서 그런거지만요 3 웹서핑 거의 pc에 준하는 환경으로 이용 가능한 거 같습니다 물론 키보드 커버가 와야겠지만요 지금 배송이 아주 참담한거 빼면 웹서핑 경험도 거의 컴퓨터에 견줄만 한 듯 합니다 4 연동안드로이드 진영이 애플에 비해 영 부족했던게 연동일텐데요 이런저런 방법으로 개선이 되고 있는듯 합니다 삼성계정을 통한 보유 디바이스 관리 일원화cmc를 통해 전화와 문자 탭 및 워치에서 수신 삼성노트 동기화 등 신경을 쓰고는 있는거 같습니다 카카오가 카톡 태블릿용 만들어준다면 완벽할거 같습니다 물론 본인이 아이패드 프로를 쓰고 있다면 굳이 넘어올 이유는 없어 보입니다 그런 분들은 대부분 아이폰  아이패드 조합이실테니까요 하지만 저 처럼 기존에 아이패드  안드폰 사용자라면 이번 갤탭의 연동성은 나쁘지 않을거 같습니다 원드라이브  cmc만 잘 활용하신다면 큰 문제 없겠네요5 휴대성악보를 보기도 하고 강의를 듣기도 하는지라 가지고 다닐일이 꽤 있습니다 이전 아이패드 프로는 케이스 씌우고 블투키보드를 따로 들고 다녔었는데 이렇게 3개 합이 1kg였는데 이번 갤탭도 크게 차이가 나진 않을 거 같습니다 탭575그램 키보드 커버 505그램 합하면 11kg정도 되겠네요 휴대성은 비슷할거 같습니다 6 QC관련 잡담여러 문제가 있었는데 저도 받자마자 삼성멤버스앱에서 제공하는 점검 기능과 여러 확인을 거쳤습니다 휨문제는 제 경우엔 해당이 없었습니다 a4기준 2장은 빡빡하고 1장은 들어가는 수준이네요 불량화소는 없었지만 녹조는 역시 있었습니다 밝기를 많이 낮추지 않는 제 사용 패턴을 봤을때 큰 문제가 없을 것으로 생각되어서 신경 안쓰려고 합니다 스피커는 다소 가벼운 느낌이 있어서 EQ로 임시조치 해놓은 상태인데 소프트웨어로 아마 업데이트가 되지 않을까 생각듭니다7 약간 아쉬운 점들태블릿이라는게 미디어 소비용으로 구매하시는 분들도 있지만 저처럼 보조 도구 성격으로 구매하시는 분들도 있을겁니다 패널의 특성LCD OLED의 차이은 크게 사용성에서 차이를 주지는 않겠지만 화면 비율은 다소 그럴 수 있겠는데요 S7은 1610  S7은 43으로 구분해서 출시하면 미디어 소비용으로 구매하시는 분들이나 업무도구용으로 구매하시는 분들이나 다 찾아가실만 한 선택지가 생기지 않았을까 하는 생각이 있습니다 스피커는 확실히 좀 문제가 있는거 같습니다 튜닝의 문제라기보단 소프트웨어적인 문제라고 생각이 드는데 중음역대가 과하게 올라와서 다른 저음역이나 고음역이 뚫고 나오지 못하는 문제가 있습니다 아마 먹먹하다고 생각하시는 분들이 꽤 있을건데 이런 문제로 인해 생긴 사태가 아닌가 싶습니다 관련되어서 eq 설정법에 대해 올라온 글이 있으니 참고하시면 좋을거 같습니다 qc문제는 다른 분들이 이미 많이 지적해주신 것으로 알고 있습니다 가격이 가격인 만큼 하드웨어적으로 어쩔수 없는 녹조같은 현상은 차치하더라도 외관문제는 없어야 된다고 생각합니다,2020.09.03. 15:08
291,갤탭S7 LTE 구매너무 안좋은 글들만 올라와서 열흘동안 사용한 후기 남깁니다8월 23일 일요일 저녁에 받았습니다배송은 빠르게 24일 월요일 다음날 바로 키보드 커버 주문해서 26일 수요일에 바로 수령했네요사은품 액정 필름도 27일인가 도착했고요액정 필름 부착 없이 쌩탭으로 사용중이고요주로 사용용도는 동영상 시청 90  인터넷 5  보드 게임 5 정도입니다일단 그렇게 민감한 편이 아니라녹조는 없는거 같기도 하고 쓰는데 불편하지 않아서 모르겠네요휨은 있는거 같은데 신경도 안쓰여요 액정 부분을 평평한 곳에 놓으면 중간 부분은 A4용지 두세장 들어가는데 육안으로 보면 휜거 안보여요 뭐다른 이슈들이 많은데 쓰는데 불편하다고 느껴본적 없이 잘 사용중입니다애플 제품만 10년 넘게 쓰다 진짜 오랜만에 탭 구매했는데 만족입니다키보드 커버는 무겁네요 앞쪽 뒤쪽 모두 장착하고 들고 다님 꽤 무게가 나가요거치대에 거치 하려면 앞뒤 커버 제거 해야 하는 불편함은 있는데 크게 신경 안쓰이고펜도 나름 훌륭하고 키보드도 좋습니다화질도 좋고 사운드도 좋고  삼성 제품에 대한 편견이 많았는데 나름 쓸만 하네요사람마다 기대치가 다르고 돈의 가치가 다르기 때문에 평가는 다르겠지만110만원 정도의 가치는 충분히 한다고 생각합니다살면서 어느정도의 불편함은 이해하고 사는편이라 그럴수도 있지만요 누워서 큰 화면으로 동영상 보는거에 만족합니다100 양품이란 존재 할수 없다고 생각하고요이정도면 나름 쓸만한 제품 아닌가 생각하네요,2020.09.03. 14:42
292,오로지 모배를 위해 벤치 점수보고 구입했는데 패드 따라올려면 멀었네요 4일동안 멀미가 어찌나 쏠리던지혹시나 저처럼 게임만을 위해 구입하시려는 분 있으면 무조건 아이패드 가세요 게임 제외하고는 딱히 나쁘다는 생각 안해봤으니 다른 부분은 논외입니다문제점은1 광원효과 때문에 눈이부셔 피아식별이 어렵네요 2 부드러운 맛이 없고 반응속도가 느리다보니 멀미가 납니다3 고사양인데도 최적화가 안되다보니 프레임이 확 떨어져 답답합니다제가 느낀점은 이 정도인것 같아요 안드 쭉 쓰셨으면 좋다고 느낄것이고 패드 쭉 쓰셨으면 저와 같은 생각일 겁니다 ,2020.09.02. 21:44
293,깔아놓을게 없어서 안경닦이로라도키보드커버 구성품 중 킥스텐드를 단독으로 사용 시에는 태블릿 아랫부분 프레임이 그대로 바닥에 노출되게 됩니다  보시는것처럼 바닥어 닿는 부분어 아무런 안전장치가 없어요따라서 단독사용시에는 기스날까봐 바닥에 뭔가를 깔아놓아야 할것같아요 이게 조금 아쉬운 부분입니다,2020.09.02. 21:11
